Year ka BP,Value,Variable
10986,0.012434519,SPD (corrected)
10985,0.012436051,SPD (corrected)
10984,0.012437796,SPD (corrected)
10983,0.012439757,SPD (corrected)
10982,0.01244194,SPD (corrected)
10981,0.012444351,SPD (corrected)
10980,0.012446994,SPD (corrected)
10979,0.012450037,SPD (corrected)
10978,0.012453501,SPD (corrected)
10977,0.012457411,SPD (corrected)
10976,0.012461792,SPD (corrected)
10975,0.012466672,SPD (corrected)
10974,0.012471407,SPD (corrected)
10973,0.012475967,SPD (corrected)
10972,0.012480322,SPD (corrected)
10971,0.012484432,SPD (corrected)
10970,0.012488254,SPD (corrected)
10969,0.012490369,SPD (corrected)
10968,0.012490549,SPD (corrected)
10967,0.012488545,SPD (corrected)
10966,0.01248408,SPD (corrected)
10965,0.012476857,SPD (corrected)
10964,0.012466823,SPD (corrected)
10963,0.012453785,SPD (corrected)
10962,0.012437544,SPD (corrected)
10961,0.012417894,SPD (corrected)
10960,0.012394627,SPD (corrected)
10959,0.012368828,SPD (corrected)
10958,0.012340475,SPD (corrected)
10957,0.012309545,SPD (corrected)
10956,0.012276017,SPD (corrected)
10955,0.012239868,SPD (corrected)
10954,0.012203096,SPD (corrected)
10953,0.012165728,SPD (corrected)
10952,0.012127789,SPD (corrected)
10951,0.012089304,SPD (corrected)
10950,0.012050299,SPD (corrected)
10949,0.012011367,SPD (corrected)
10948,0.011972523,SPD (corrected)
10947,0.011933781,SPD (corrected)
10946,0.011895155,SPD (corrected)
10945,0.011856655,SPD (corrected)
10944,0.011818153,SPD (corrected)
10943,0.011779654,SPD (corrected)
10942,0.011741166,SPD (corrected)
10941,0.011702695,SPD (corrected)
10940,0.011664246,SPD (corrected)
10939,0.011627319,SPD (corrected)
10938,0.011591876,SPD (corrected)
10937,0.011557882,SPD (corrected)
10936,0.011525302,SPD (corrected)
10935,0.011494101,SPD (corrected)
10934,0.011465078,SPD (corrected)
10933,0.011438156,SPD (corrected)
10932,0.011413257,SPD (corrected)
10931,0.011390308,SPD (corrected)
10930,0.011369235,SPD (corrected)
10929,0.011350096,SPD (corrected)
10928,0.011332843,SPD (corrected)
10927,0.01131743,SPD (corrected)
10926,0.011303811,SPD (corrected)
10925,0.011291941,SPD (corrected)
10924,0.01128165,SPD (corrected)
10923,0.011272914,SPD (corrected)
10922,0.011265712,SPD (corrected)
10921,0.011260024,SPD (corrected)
10920,0.01125583,SPD (corrected)
10919,0.011252206,SPD (corrected)
10918,0.011249157,SPD (corrected)
10917,0.011246688,SPD (corrected)
10916,0.011244805,SPD (corrected)
10915,0.011243512,SPD (corrected)
10914,0.011241688,SPD (corrected)
10913,0.01123932,SPD (corrected)
10912,0.011236394,SPD (corrected)
10911,0.011232897,SPD (corrected)
10910,0.011228816,SPD (corrected)
10909,0.011223686,SPD (corrected)
10908,0.011217456,SPD (corrected)
10907,0.011210073,SPD (corrected)
10906,0.011201483,SPD (corrected)
10905,0.011191629,SPD (corrected)
10904,0.011179976,SPD (corrected)
10903,0.011166425,SPD (corrected)
10902,0.01115087,SPD (corrected)
10901,0.011133202,SPD (corrected)
10900,0.011113309,SPD (corrected)
10899,0.011091062,SPD (corrected)
10898,0.011066345,SPD (corrected)
10897,0.011039037,SPD (corrected)
10896,0.011009016,SPD (corrected)
10895,0.01097616,SPD (corrected)
10894,0.010941541,SPD (corrected)
10893,0.010905108,SPD (corrected)
10892,0.010866813,SPD (corrected)
10891,0.010826609,SPD (corrected)
10890,0.010784449,SPD (corrected)
10889,0.010742153,SPD (corrected)
10888,0.010699734,SPD (corrected)
10887,0.010657204,SPD (corrected)
10886,0.010614576,SPD (corrected)
10885,0.010571863,SPD (corrected)
10884,0.010532045,SPD (corrected)
10883,0.010495148,SPD (corrected)
10882,0.010461201,SPD (corrected)
10881,0.010430232,SPD (corrected)
10880,0.010402268,SPD (corrected)
10879,0.010379161,SPD (corrected)
10878,0.01036087,SPD (corrected)
10877,0.01034735,SPD (corrected)
10876,0.010338558,SPD (corrected)
10875,0.010334447,SPD (corrected)
10874,0.010335828,SPD (corrected)
10873,0.010342592,SPD (corrected)
10872,0.010354631,SPD (corrected)
10871,0.010371838,SPD (corrected)
10870,0.010394111,SPD (corrected)
10869,0.010421208,SPD (corrected)
10868,0.010453045,SPD (corrected)
10867,0.010489541,SPD (corrected)
10866,0.010530615,SPD (corrected)
10865,0.010576189,SPD (corrected)
10864,0.010625126,SPD (corrected)
10863,0.0106774,SPD (corrected)
10862,0.010732986,SPD (corrected)
10861,0.010791858,SPD (corrected)
10860,0.010853992,SPD (corrected)
10859,0.010918578,SPD (corrected)
10858,0.010985608,SPD (corrected)
10857,0.011055078,SPD (corrected)
10856,0.01112698,SPD (corrected)
10855,0.011201308,SPD (corrected)
10854,0.011278521,SPD (corrected)
10853,0.011358609,SPD (corrected)
10852,0.011441563,SPD (corrected)
10851,0.011527371,SPD (corrected)
10850,0.011616022,SPD (corrected)
10849,0.011707658,SPD (corrected)
10848,0.011802236,SPD (corrected)
10847,0.011899715,SPD (corrected)
10846,0.012000055,SPD (corrected)
10845,0.012103214,SPD (corrected)
10844,0.012208596,SPD (corrected)
10843,0.012316175,SPD (corrected)
10842,0.012425927,SPD (corrected)
10841,0.012537826,SPD (corrected)
10840,0.012651847,SPD (corrected)
10839,0.012767414,SPD (corrected)
10838,0.012884526,SPD (corrected)
10837,0.01300318,SPD (corrected)
10836,0.013123374,SPD (corrected)
10835,0.013245105,SPD (corrected)
10834,0.013368135,SPD (corrected)
10833,0.013492464,SPD (corrected)
10832,0.01361809,SPD (corrected)
10831,0.013745012,SPD (corrected)
10830,0.013873228,SPD (corrected)
10829,0.014003283,SPD (corrected)
10828,0.014135178,SPD (corrected)
10827,0.014268908,SPD (corrected)
10826,0.014404474,SPD (corrected)
10825,0.014541872,SPD (corrected)
10824,0.014681139,SPD (corrected)
10823,0.01482228,SPD (corrected)
10822,0.0149653,SPD (corrected)
10821,0.015110203,SPD (corrected)
10820,0.015256996,SPD (corrected)
10819,0.015405519,SPD (corrected)
10818,0.01555578,SPD (corrected)
10817,0.015707784,SPD (corrected)
10816,0.015861535,SPD (corrected)
10815,0.01601704,SPD (corrected)
10814,0.016174538,SPD (corrected)
10813,0.016334034,SPD (corrected)
10812,0.016495532,SPD (corrected)
10811,0.016659035,SPD (corrected)
10810,0.016824546,SPD (corrected)
10809,0.016992164,SPD (corrected)
10808,0.01716188,SPD (corrected)
10807,0.017333681,SPD (corrected)
10806,0.017507555,SPD (corrected)
10805,0.017683486,SPD (corrected)
10804,0.017862121,SPD (corrected)
10803,0.018043439,SPD (corrected)
10802,0.018227418,SPD (corrected)
10801,0.018414032,SPD (corrected)
10800,0.018603252,SPD (corrected)
10799,0.018795566,SPD (corrected)
10798,0.018990916,SPD (corrected)
10797,0.019189239,SPD (corrected)
10796,0.019390464,SPD (corrected)
10795,0.019594516,SPD (corrected)
10794,0.019800981,SPD (corrected)
10793,0.020009747,SPD (corrected)
10792,0.020220699,SPD (corrected)
10791,0.020433719,SPD (corrected)
10790,0.020648683,SPD (corrected)
10789,0.020865056,SPD (corrected)
10788,0.02108278,SPD (corrected)
10787,0.021301795,SPD (corrected)
10786,0.021522039,SPD (corrected)
10785,0.021743449,SPD (corrected)
10784,0.02196516,SPD (corrected)
10783,0.022187145,SPD (corrected)
10782,0.022409375,SPD (corrected)
10781,0.022631823,SPD (corrected)
10780,0.022854461,SPD (corrected)
10779,0.023075986,SPD (corrected)
10778,0.023296355,SPD (corrected)
10777,0.023515525,SPD (corrected)
10776,0.02373345,SPD (corrected)
10775,0.023950082,SPD (corrected)
10774,0.024164959,SPD (corrected)
10773,0.024377994,SPD (corrected)
10772,0.024589099,SPD (corrected)
10771,0.024798179,SPD (corrected)
10770,0.025005134,SPD (corrected)
10769,0.025210264,SPD (corrected)
10768,0.025413507,SPD (corrected)
10767,0.025614803,SPD (corrected)
10766,0.025814085,SPD (corrected)
10765,0.026011288,SPD (corrected)
10764,0.026208406,SPD (corrected)
10763,0.026405407,SPD (corrected)
10762,0.026602258,SPD (corrected)
10761,0.026798927,SPD (corrected)
10760,0.026995379,SPD (corrected)
10759,0.027194102,SPD (corrected)
10758,0.02739495,SPD (corrected)
10757,0.027597773,SPD (corrected)
10756,0.027802418,SPD (corrected)
10755,0.028008729,SPD (corrected)
10754,0.028217262,SPD (corrected)
10753,0.028427644,SPD (corrected)
10752,0.028639499,SPD (corrected)
10751,0.028852451,SPD (corrected)
10750,0.029066128,SPD (corrected)
10749,0.029280043,SPD (corrected)
10748,0.029493832,SPD (corrected)
10747,0.029707138,SPD (corrected)
10746,0.029919615,SPD (corrected)
10745,0.030130928,SPD (corrected)
10744,0.030341554,SPD (corrected)
10743,0.030551573,SPD (corrected)
10742,0.030760729,SPD (corrected)
10741,0.030968935,SPD (corrected)
10740,0.031176106,SPD (corrected)
10739,0.031384214,SPD (corrected)
10738,0.031593245,SPD (corrected)
10737,0.031803187,SPD (corrected)
10736,0.032014028,SPD (corrected)
10735,0.032225754,SPD (corrected)
10734,0.032439094,SPD (corrected)
10733,0.0326538,SPD (corrected)
10732,0.032869965,SPD (corrected)
10731,0.033087504,SPD (corrected)
10730,0.03330633,SPD (corrected)
10729,0.033526038,SPD (corrected)
10728,0.03374648,SPD (corrected)
10727,0.033967508,SPD (corrected)
10726,0.034188972,SPD (corrected)
10725,0.03441072,SPD (corrected)
10724,0.03463216,SPD (corrected)
10723,0.034853094,SPD (corrected)
10722,0.035073327,SPD (corrected)
10721,0.035292663,SPD (corrected)
10720,0.03551091,SPD (corrected)
10719,0.035728535,SPD (corrected)
10718,0.035945342,SPD (corrected)
10717,0.036161136,SPD (corrected)
10716,0.03637572,SPD (corrected)
10715,0.036588897,SPD (corrected)
10714,0.036801154,SPD (corrected)
10713,0.037012452,SPD (corrected)
10712,0.037222752,SPD (corrected)
10711,0.037432016,SPD (corrected)
10710,0.037640206,SPD (corrected)
10709,0.037848191,SPD (corrected)
10708,0.038055938,SPD (corrected)
10707,0.038263411,SPD (corrected)
10706,0.038470575,SPD (corrected)
10705,0.038677396,SPD (corrected)
10704,0.038884128,SPD (corrected)
10703,0.039090688,SPD (corrected)
10702,0.039296988,SPD (corrected)
10701,0.039502944,SPD (corrected)
10700,0.039708468,SPD (corrected)
10699,0.039913705,SPD (corrected)
10698,0.040118587,SPD (corrected)
10697,0.040323049,SPD (corrected)
10696,0.040527022,SPD (corrected)
10695,0.040730438,SPD (corrected)
10694,0.040932862,SPD (corrected)
10693,0.041134196,SPD (corrected)
10692,0.041334344,SPD (corrected)
10691,0.041533209,SPD (corrected)
10690,0.041730693,SPD (corrected)
10689,0.041926353,SPD (corrected)
10688,0.042120016,SPD (corrected)
10687,0.042311511,SPD (corrected)
10686,0.042500668,SPD (corrected)
10685,0.042687321,SPD (corrected)
10684,0.042870553,SPD (corrected)
10683,0.043049979,SPD (corrected)
10682,0.043225399,SPD (corrected)
10681,0.043396289,SPD (corrected)
10680,0.0435623,SPD (corrected)
10679,0.043722817,SPD (corrected)
10678,0.043877465,SPD (corrected)
10677,0.044026345,SPD (corrected)
10676,0.044168867,SPD (corrected)
10675,0.044304808,SPD (corrected)
10674,0.04443455,SPD (corrected)
10673,0.04455799,SPD (corrected)
10672,0.04467507,SPD (corrected)
10671,0.044786232,SPD (corrected)
10670,0.044891231,SPD (corrected)
10669,0.04499147,SPD (corrected)
10668,0.045087035,SPD (corrected)
10667,0.045178037,SPD (corrected)
10666,0.045264619,SPD (corrected)
10665,0.045346954,SPD (corrected)
10664,0.045426294,SPD (corrected)
10663,0.045502816,SPD (corrected)
10662,0.045576712,SPD (corrected)
10661,0.045648195,SPD (corrected)
10660,0.045717497,SPD (corrected)
10659,0.045784402,SPD (corrected)
10658,0.045849015,SPD (corrected)
10657,0.045911453,SPD (corrected)
10656,0.045971842,SPD (corrected)
10655,0.04603032,SPD (corrected)
10654,0.046086549,SPD (corrected)
10653,0.046140595,SPD (corrected)
10652,0.04619253,SPD (corrected)
10651,0.046242429,SPD (corrected)
10650,0.046290375,SPD (corrected)
10649,0.0463372,SPD (corrected)
10648,0.046382908,SPD (corrected)
10647,0.046427506,SPD (corrected)
10646,0.046471,SPD (corrected)
10645,0.046513395,SPD (corrected)
10644,0.046553138,SPD (corrected)
10643,0.046590406,SPD (corrected)
10642,0.046625371,SPD (corrected)
10641,0.046658202,SPD (corrected)
10640,0.046689062,SPD (corrected)
10639,0.046718291,SPD (corrected)
10638,0.046746141,SPD (corrected)
10637,0.046772847,SPD (corrected)
10636,0.046798625,SPD (corrected)
10635,0.046823675,SPD (corrected)
10634,0.046848373,SPD (corrected)
10633,0.046872847,SPD (corrected)
10632,0.046897211,SPD (corrected)
10631,0.046921574,SPD (corrected)
10630,0.046946031,SPD (corrected)
10629,0.046969426,SPD (corrected)
10628,0.046991772,SPD (corrected)
10627,0.047013082,SPD (corrected)
10626,0.047033367,SPD (corrected)
10625,0.047052639,SPD (corrected)
10624,0.047070048,SPD (corrected)
10623,0.047085612,SPD (corrected)
10622,0.047099353,SPD (corrected)
10621,0.047111292,SPD (corrected)
10620,0.047121454,SPD (corrected)
10619,0.047129389,SPD (corrected)
10618,0.047135298,SPD (corrected)
10617,0.047139398,SPD (corrected)
10616,0.047141924,SPD (corrected)
10615,0.047143131,SPD (corrected)
10614,0.047141515,SPD (corrected)
10613,0.047137487,SPD (corrected)
10612,0.047131512,SPD (corrected)
10611,0.047124112,SPD (corrected)
10610,0.047115868,SPD (corrected)
10609,0.047108003,SPD (corrected)
10608,0.047101486,SPD (corrected)
10607,0.047097363,SPD (corrected)
10606,0.047096764,SPD (corrected)
10605,0.047100895,SPD (corrected)
10604,0.047111663,SPD (corrected)
10603,0.047130862,SPD (corrected)
10602,0.047160363,SPD (corrected)
10601,0.047202096,SPD (corrected)
10600,0.04725802,SPD (corrected)
10599,0.047327178,SPD (corrected)
10598,0.047411342,SPD (corrected)
10597,0.047512278,SPD (corrected)
10596,0.047631724,SPD (corrected)
10595,0.047771359,SPD (corrected)
10594,0.047936076,SPD (corrected)
10593,0.048126961,SPD (corrected)
10592,0.048344753,SPD (corrected)
10591,0.048589808,SPD (corrected)
10590,0.048862076,SPD (corrected)
10589,0.049159992,SPD (corrected)
10588,0.04948312,SPD (corrected)
10587,0.049830683,SPD (corrected)
10586,0.050201556,SPD (corrected)
10585,0.050594267,SPD (corrected)
10584,0.051004806,SPD (corrected)
10583,0.051431461,SPD (corrected)
10582,0.051872484,SPD (corrected)
10581,0.052325952,SPD (corrected)
10580,0.052789783,SPD (corrected)
10579,0.053258235,SPD (corrected)
10578,0.053730734,SPD (corrected)
10577,0.054206695,SPD (corrected)
10576,0.054685521,SPD (corrected)
10575,0.055166603,SPD (corrected)
10574,0.055644132,SPD (corrected)
10573,0.056117878,SPD (corrected)
10572,0.056587623,SPD (corrected)
10571,0.057053161,SPD (corrected)
10570,0.057514293,SPD (corrected)
10569,0.057969377,SPD (corrected)
10568,0.058415454,SPD (corrected)
10567,0.058849608,SPD (corrected)
10566,0.059269024,SPD (corrected)
10565,0.059670871,SPD (corrected)
10564,0.060040391,SPD (corrected)
10563,0.060375545,SPD (corrected)
10562,0.060675074,SPD (corrected)
10561,0.060938461,SPD (corrected)
10560,0.061165873,SPD (corrected)
10559,0.061364209,SPD (corrected)
10558,0.061533769,SPD (corrected)
10557,0.061675175,SPD (corrected)
10556,0.061789343,SPD (corrected)
10555,0.061877455,SPD (corrected)
10554,0.06194967,SPD (corrected)
10553,0.062006959,SPD (corrected)
10552,0.062050321,SPD (corrected)
10551,0.062080785,SPD (corrected)
10550,0.062099393,SPD (corrected)
10549,0.062119824,SPD (corrected)
10548,0.062142403,SPD (corrected)
10547,0.062167449,SPD (corrected)
10546,0.062195273,SPD (corrected)
10545,0.062226174,SPD (corrected)
10544,0.062270491,SPD (corrected)
10543,0.062328792,SPD (corrected)
10542,0.062401957,SPD (corrected)
10541,0.062490674,SPD (corrected)
10540,0.062595595,SPD (corrected)
10539,0.062722203,SPD (corrected)
10538,0.062870731,SPD (corrected)
10537,0.063041157,SPD (corrected)
10536,0.063233199,SPD (corrected)
10535,0.063446323,SPD (corrected)
10534,0.063675504,SPD (corrected)
10533,0.063920718,SPD (corrected)
10532,0.064181503,SPD (corrected)
10531,0.06445746,SPD (corrected)
10530,0.064748088,SPD (corrected)
10529,0.065047344,SPD (corrected)
10528,0.065355616,SPD (corrected)
10527,0.065673289,SPD (corrected)
10526,0.066000739,SPD (corrected)
10525,0.066338337,SPD (corrected)
10524,0.066685025,SPD (corrected)
10523,0.067041171,SPD (corrected)
10522,0.067407133,SPD (corrected)
10521,0.067783256,SPD (corrected)
10520,0.068169873,SPD (corrected)
10519,0.068563358,SPD (corrected)
10518,0.068963728,SPD (corrected)
10517,0.06937099,SPD (corrected)
10516,0.069785147,SPD (corrected)
10515,0.070206362,SPD (corrected)
10514,0.070639722,SPD (corrected)
10513,0.071084396,SPD (corrected)
10512,0.071539493,SPD (corrected)
10511,0.072004069,SPD (corrected)
10510,0.072477127,SPD (corrected)
10509,0.072950955,SPD (corrected)
10508,0.073424118,SPD (corrected)
10507,0.073895247,SPD (corrected)
10506,0.074363046,SPD (corrected)
10505,0.0748263,SPD (corrected)
10504,0.075287316,SPD (corrected)
10503,0.075745893,SPD (corrected)
10502,0.076201836,SPD (corrected)
10501,0.076654958,SPD (corrected)
10500,0.077105079,SPD (corrected)
10499,0.077558713,SPD (corrected)
10498,0.078015908,SPD (corrected)
10497,0.078476707,SPD (corrected)
10496,0.078941153,SPD (corrected)
10495,0.079409287,SPD (corrected)
10494,0.07987935,SPD (corrected)
10493,0.080351343,SPD (corrected)
10492,0.080825265,SPD (corrected)
10491,0.081301111,SPD (corrected)
10490,0.081778876,SPD (corrected)
10489,0.082255049,SPD (corrected)
10488,0.082729776,SPD (corrected)
10487,0.0832032,SPD (corrected)
10486,0.083675462,SPD (corrected)
10485,0.084146701,SPD (corrected)
10484,0.084621782,SPD (corrected)
10483,0.085100775,SPD (corrected)
10482,0.08558356,SPD (corrected)
10481,0.086070326,SPD (corrected)
10480,0.086561081,SPD (corrected)
10479,0.087053893,SPD (corrected)
10478,0.087548652,SPD (corrected)
10477,0.088044778,SPD (corrected)
10476,0.088542377,SPD (corrected)
10475,0.0890412,SPD (corrected)
10474,0.089536893,SPD (corrected)
10473,0.090028793,SPD (corrected)
10472,0.090516242,SPD (corrected)
10471,0.090998128,SPD (corrected)
10470,0.091474064,SPD (corrected)
10469,0.091946301,SPD (corrected)
10468,0.092414386,SPD (corrected)
10467,0.092877852,SPD (corrected)
10466,0.093336215,SPD (corrected)
10465,0.093788973,SPD (corrected)
10464,0.094237001,SPD (corrected)
10463,0.094680155,SPD (corrected)
10462,0.095118276,SPD (corrected)
10461,0.095551186,SPD (corrected)
10460,0.095978694,SPD (corrected)
10459,0.096415868,SPD (corrected)
10458,0.096862444,SPD (corrected)
10457,0.097318134,SPD (corrected)
10456,0.097782621,SPD (corrected)
10455,0.098255563,SPD (corrected)
10454,0.098740818,SPD (corrected)
10453,0.099237919,SPD (corrected)
10452,0.099746335,SPD (corrected)
10451,0.100265475,SPD (corrected)
10450,0.100794679,SPD (corrected)
10449,0.101323941,SPD (corrected)
10448,0.101853063,SPD (corrected)
10447,0.102381852,SPD (corrected)
10446,0.102910119,SPD (corrected)
10445,0.103437675,SPD (corrected)
10444,0.103963605,SPD (corrected)
10443,0.104486846,SPD (corrected)
10442,0.105006336,SPD (corrected)
10441,0.105521021,SPD (corrected)
10440,0.106029856,SPD (corrected)
10439,0.106523141,SPD (corrected)
10438,0.10699796,SPD (corrected)
10437,0.107451606,SPD (corrected)
10436,0.107881613,SPD (corrected)
10435,0.108285788,SPD (corrected)
10434,0.108673717,SPD (corrected)
10433,0.109045138,SPD (corrected)
10432,0.109399845,SPD (corrected)
10431,0.109737689,SPD (corrected)
10430,0.110058573,SPD (corrected)
10429,0.110389959,SPD (corrected)
10428,0.110731727,SPD (corrected)
10427,0.11108374,SPD (corrected)
10426,0.111445844,SPD (corrected)
10425,0.11181787,SPD (corrected)
10424,0.112211516,SPD (corrected)
10423,0.112625464,SPD (corrected)
10422,0.113058243,SPD (corrected)
10421,0.113508241,SPD (corrected)
10420,0.113973719,SPD (corrected)
10419,0.114450444,SPD (corrected)
10418,0.114936435,SPD (corrected)
